id,user_id,course_id,enrollment_mode,is_active,weeks_since_enrollment,mooc_grade_percentage,mooc_letter_grade,mooc_is_passed,progress_percent,current_chapter,current_section,current_unit,mooc_completion_rate,overall_completion,completed_blocks,total_blocks,last_activity,days_since_last_activity,access_frequency,active_days,h5p_total_contents,h5p_completed_contents,h5p_total_score,h5p_total_max_score,h5p_overall_percentage,h5p_total_time_spent,h5p_completion_rate,video_total_videos,video_completed_videos,video_in_progress_videos,video_total_duration,video_total_watched_time,video_completion_rate,video_watch_rate,quiz_attempts,h5p_avg_score,quiz_completion_rate,forum_posts,forum_comments,forum_upvotes,discussion_threads_count,discussion_comments_count,discussion_total_interactions,discussion_questions_count,discussion_total_upvotes,relative_to_course_problem_score,relative_to_course_completion,relative_to_course_video_completion,relative_to_course_discussion,performance_percentile,is_below_course_average,is_top_performer,is_bottom_performer,updated_at,extraction_batch_id,is_passed
164,360,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,53.0,Pass,1.0,71.27,Chương 9: Đo lường lãi suất,Đo lường lãi suất_Lợi suất đáo hạn,Vay hoàn trả cố định,69.23,71.27,129,181,2025-11-11 16:31:09,132,0.0,0,64,64,2994,2994,100.0,0,100.0,65,65,0,51288,51288,100.0,100.0,64,100.0,100.0,0,0,0,0,5,5,0,0,0.0,0.0,0.0,5.0,90.0,0,1,0,2026-03-23 10:33:23,,1
165,362,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,0.0,,0.0,7.73,Chương 1: Đại cương về tiền tệ,Phương thức thanh toán,Phương thức thanh toán,9.4,7.73,14,181,2025-09-11 06:09:21,193,0.0,0,7,7,234,234,100.0,0,100.0,7,7,0,5992,5992,100.0,100.0,7,100.0,100.0,0,0,0,75,0,75,0,2,0.0,0.0,0.0,75.0,90.0,0,1,0,2026-03-23 10:33:23,,0
166,363,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,30.0,,0.0,60.22,Chương 7: Các định chế tài chính trung gian,Slide bài giảng tóm tắt chương 7,Bài đọc mở rộng Chương 7,64.96,60.22,109,181,2025-10-07 13:19:21,167,0.0,0,54,54,2466,2466,100.0,0,100.0,55,55,0,44334,44334,100.0,100.0,54,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,0
167,364,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,89.0,Pass,1.0,100.0,Tổng kết môn học,Tổng kết môn học,Tổng kết môn học,99.15,100.0,181,181,2025-11-04 15:17:50,139,0.0,0,90,90,4058,4058,100.0,115486,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
168,365,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,76.0,Pass,1.0,61.33,Chương 12: Một số vấn đề cơ bản về tỷ giá,Các nhân tố tác động đến tỉ giá,dài hạn,65.81,61.33,111,181,2025-11-25 08:20:53,118,0.0,0,55,55,2474,2474,100.0,0,100.0,56,56,0,44995,44995,100.0,100.0,55,100.0,100.0,0,0,0,1,6,7,0,1,0.0,0.0,0.0,7.0,90.0,0,1,0,2026-03-23 10:33:23,,1
169,366,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,83.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-11-16 14:39:14,127,0.0,0,90,90,4058,4058,100.0,87826,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
170,367,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,95.0,Pass,1.0,100.0,"Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)",99.15,100.0,181,181,2025-11-17 15:31:15,126,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
171,368,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,83.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-11-15 09:05:05,128,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
172,369,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,28.0,,0.0,4.42,"Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)",7.69,4.42,8,181,2025-11-03 15:39:11,140,0.0,0,4,4,92,92,100.0,0,100.0,4,4,0,3675,3675,100.0,100.0,4,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,0
173,370,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,64.0,Pass,1.0,59.12,Tổng kết môn học,Tổng kết môn học,Tổng kết môn học,61.54,59.12,107,181,2025-11-24 13:20:43,119,0.0,0,53,53,2444,2444,100.0,0,100.0,54,54,0,43491,43491,100.0,100.0,53,100.0,100.0,0,0,0,2,5,7,0,0,0.0,0.0,0.0,7.0,90.0,0,1,0,2026-03-23 10:33:23,,1
174,371,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,85.0,Pass,1.0,100.0,Tổng kết môn học,Tổng kết môn học,Tổng kết môn học,99.15,100.0,181,181,2025-10-29 19:03:32,145,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
175,373,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,92.0,Pass,1.0,100.0,Chương 6: Chi phí giao dịch và thông tin bất cân xứng,Slide bài giảng tóm tắt chương 6,Bài đọc mở rộng Chương 6,99.15,100.0,181,181,2025-11-23 07:08:07,120,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
176,374,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,84.0,Pass,1.0,100.0,Tổng kết môn học,Tổng kết môn học,Tổng kết môn học,99.15,100.0,181,181,2025-10-29 13:49:49,145,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
177,376,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,24.0,9.0,,0.0,29.83,Chương 10: Lý thuyết lượng cầu tài sản,Thanh khoản và tóm tắt lý thuyết lượng cầu tài sản,Thanh khoản và tóm tắt lý thuyết lượng cầu tài sản,35.9,29.83,54,181,2025-11-25 08:17:47,118,0.0,0,27,27,1140,1140,100.0,9540,100.0,28,27,1,22879,22319,96.43,97.55,27,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,0
178,377,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,84.0,Pass,1.0,100.0,Chương 12: Một số vấn đề cơ bản về tỷ giá,Các nhân tố tác động đến tỉ giá,dài hạn,99.15,100.0,181,181,2025-11-13 18:43:02,130,0.0,0,90,90,4058,4058,100.0,129848,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
179,378,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,85.0,Pass,1.0,22.65,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),33.33,22.65,41,181,2025-11-15 07:18:06,128,0.0,0,20,20,844,844,100.0,0,100.0,21,21,0,17735,17735,100.0,100.0,20,100.0,100.0,0,0,0,0,25,25,0,0,0.0,0.0,0.0,25.0,90.0,0,1,0,2026-03-23 10:33:23,,1
180,379,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,47.0,,0.0,98.9,Chương 12: Một số vấn đề cơ bản về tỷ giá,Chế độ tỷ giá và chính sách tỷ giá,Chế độ tỷ giá và chính sách tỷ giá,95.73,98.9,179,181,2025-11-22 19:20:29,121,0.0,0,89,89,4008,4008,100.0,40252,100.0,90,90,0,69606,69606,100.0,100.0,89,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,0
181,380,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,93.0,Pass,1.0,99.45,"Chương 11: Các yếu tố ảnh hưởng đến lãi suất, cấu trúc rủi ro và kỳ hạn của lãi suất",Lý thuyết khuôn mẫu ưa thích tính thanh khoản,Lý thuyết khuôn mẫu ưa thích tính thanh khoản (tiếp theo),99.15,99.45,180,181,2025-11-25 18:46:15,118,0.0,0,89,89,4028,4028,100.0,55192,100.0,91,91,0,70353,70352,100.0,100.0,89,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
182,381,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,0.0,,0.0,1.1,Chương 10: Lý thuyết lượng cầu tài sản,Slide bài giảng tóm tắt chương 10,Slide bài giảng tóm tắt chương 10,1.71,1.1,2,181,2025-12-11 23:45:06,102,0.0,0,1,1,10,10,100.0,0,100.0,1,1,0,914,914,100.0,100.0,1,100.0,100.0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,2.0,90.0,0,1,0,2026-03-23 10:33:23,,0
183,382,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,87.0,Pass,1.0,70.17,Chương 12: Một số vấn đề cơ bản về tỷ giá,Slide bài giảng tóm tắt chương 12,Slide bài giảng tóm tắt chương 12,99.15,70.17,127,181,2025-11-25 18:15:18,118,0.0,0,63,63,2960,2960,100.0,0,100.0,64,64,0,50724,50724,100.0,100.0,63,100.0,100.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,90.0,0,1,0,2026-03-23 10:33:23,,1
184,383,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,68.0,Pass,1.0,1.1,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),5.13,1.1,2,181,2025-11-25 12:42:05,118,0.0,0,1,1,54,54,100.0,0,100.0,1,1,0,910,910,100.0,100.0,1,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
185,384,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,51.0,Pass,1.0,64.64,"Chương 11: Các yếu tố ảnh hưởng đến lãi suất, cấu trúc rủi ro và kỳ hạn của lãi suất",Lý thuyết khuôn mẫu tiền vay,Lý thuyết khuôn mẫu tiền vay (tiếp theo),67.52,64.64,117,181,2025-11-13 07:28:49,130,0.0,0,58,58,2652,2652,100.0,0,100.0,59,59,0,47607,47607,100.0,100.0,58,100.0,100.0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,2.0,90.0,0,1,0,2026-03-23 10:33:23,,1
186,385,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,90.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-11-14 08:50:49,129,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
187,387,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,93.0,Pass,1.0,93.37,"Chương 11: Các yếu tố ảnh hưởng đến lãi suất, cấu trúc rủi ro và kỳ hạn của lãi suất",Cấu trúc rủi ro và cấu trúc kỳ hạn của lãi suất,Cấu trúc rủi ro và cấu trúc kỳ hạn của lãi suất (tiếp theo),95.73,93.37,169,181,2025-12-02 14:34:42,111,0.0,0,84,78,3596,3778,94.91,65014,92.86,85,85,0,66318,66272,100.0,99.93,78,94.91,92.86,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
188,388,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,0.0,,0.0,0.0,Chưa bắt đầu,N/A,N/A,0.0,0.0,0,0,,999,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50.0,0,0,0,2026-03-23 10:33:23,,0
189,389,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,83.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-11-21 08:59:25,122,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
190,390,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,55.0,Pass,1.0,32.6,"Bài kiểm tra 03: Các định chế tài chính trung gian (Chương 6,7)","Bài kiểm tra 03: Các định chế tài chính trung gian (Chương 6,7)","Bài kiểm tra 03: Các định chế tài chính trung gian (Chương 6,7)",42.74,32.6,59,181,2025-11-13 03:30:46,130,0.0,0,29,29,1322,1322,100.0,6900,100.0,30,30,0,25454,25454,100.0,100.0,29,100.0,100.0,0,0,0,1,6,7,0,1,0.0,0.0,0.0,7.0,90.0,0,1,0,2026-03-23 10:33:23,,1
191,391,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,81.0,Pass,1.0,100.0,"Bài kiểm tra 04_Các vấn đề cơ bản về lãi suất (Chương 8,9,10,11)","Bài kiểm tra 04_Các vấn đề cơ bản về lãi suất (Chương 8,9,10,11)","Bài kiểm tra 04_Các vấn đề cơ bản về lãi suất (Chương 8,9,10,11)",99.15,100.0,181,181,2025-11-25 08:27:21,118,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
192,393,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,7.0,,0.0,12.15,Chương 12: Một số vấn đề cơ bản về tỷ giá,Slide bài giảng tóm tắt chương 12,Slide bài giảng tóm tắt chương 12,22.22,12.15,22,181,2025-10-04 11:45:43,170,0.0,0,11,11,424,424,100.0,0,100.0,11,11,0,9291,9291,100.0,100.0,11,100.0,100.0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,2.0,90.0,0,1,0,2026-03-23 10:33:23,,0
193,395,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,52.0,Pass,1.0,69.06,Chương 9: Đo lường lãi suất,"Vay trả lãi định kỳ, trái phiếu trả lãi định kỳ","Vay trả lãi định kỳ, trái phiếu trả lãi định kỳ",71.79,69.06,125,181,2025-10-08 11:37:49,166,0.0,0,62,62,2914,2914,100.0,0,100.0,63,63,0,49976,49976,100.0,100.0,62,100.0,100.0,0,0,0,0,18,18,0,0,0.0,0.0,0.0,18.0,90.0,0,1,0,2026-03-23 10:33:23,,1
194,397,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,29.0,,0.0,8.84,"Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)",12.82,8.84,16,181,2025-11-04 07:54:09,139,0.0,0,8,8,280,280,100.0,0,100.0,8,8,0,6953,6953,100.0,100.0,8,100.0,100.0,0,0,0,0,3,3,0,0,0.0,0.0,0.0,3.0,90.0,0,1,0,2026-03-23 10:33:23,,0
195,398,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,88.0,Pass,1.0,14.36,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),21.37,14.36,26,181,2025-11-04 01:49:40,139,0.0,0,13,13,486,486,100.0,0,100.0,13,13,0,10852,10852,100.0,100.0,13,100.0,100.0,0,0,0,0,16,16,0,0,0.0,0.0,0.0,16.0,90.0,0,1,0,2026-03-23 10:33:23,,1
196,399,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,83.0,Pass,1.0,30.39,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),35.9,30.39,55,181,2025-11-25 04:19:41,118,0.0,0,27,27,1226,1226,100.0,0,100.0,28,28,0,23902,23902,100.0,100.0,27,100.0,100.0,0,0,0,3,6,9,0,2,0.0,0.0,0.0,9.0,90.0,0,1,0,2026-03-23 10:33:23,,1
197,400,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,82.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-11-23 17:36:40,120,0.0,0,90,90,4058,4058,100.0,363260,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
198,401,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,94.0,Pass,1.0,100.0,Chương 7: Các định chế tài chính trung gian,Slide bài giảng tóm tắt chương 7,Bài đọc mở rộng Chương 7,99.15,100.0,181,181,2025-11-23 09:01:27,120,0.0,0,90,90,4058,4058,100.0,1885390,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
199,402,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,94.0,Pass,1.0,100.0,Chương 6: Chi phí giao dịch và thông tin bất cân xứng,Slide bài giảng tóm tắt chương 6,Bài đọc mở rộng Chương 6,99.15,100.0,181,181,2025-11-15 01:54:24,128,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,2.0,90.0,0,1,0,2026-03-23 10:33:23,,1
200,403,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,29.0,,0.0,18.78,"Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)",29.06,18.78,34,181,2025-11-25 10:41:45,118,0.0,0,17,17,722,722,100.0,0,100.0,17,17,0,14373,14373,100.0,100.0,17,100.0,100.0,0,0,0,0,20,20,0,0,0.0,0.0,0.0,20.0,90.0,0,1,0,2026-03-23 10:33:23,,0
201,405,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,88.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-11-05 17:06:37,138,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
202,409,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,82.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-11-23 14:22:52,120,0.0,0,90,90,4058,4058,100.0,242160,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
203,410,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,30.0,,0.0,34.81,Chương 5: Các công cụ thị trường tài chính,Giới thiệu về công cụ thị trường tiền tệ,Giới thiệu về công cụ thị trường tiền tệ,42.74,34.81,63,181,2025-11-11 07:52:53,132,0.0,0,31,31,1438,1438,100.0,0,100.0,32,32,0,26403,26403,100.0,100.0,31,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,0
204,414,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,72.0,Pass,1.0,82.32,Chương 12: Một số vấn đề cơ bản về tỷ giá,Chế độ tỷ giá và chính sách tỷ giá,Chế độ tỷ giá và chính sách tỷ giá,97.44,82.32,149,181,2025-12-08 03:37:05,105,0.0,0,71,32,1718,3226,57.68,29860,45.07,86,78,8,66933,63437,90.7,94.78,32,57.68,45.07,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
205,415,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,26.0,89.0,Pass,1.0,98.9,"Bài kiểm tra 04_Các vấn đề cơ bản về lãi suất (Chương 8,9,10,11)","Bài kiểm tra 04_Các vấn đề cơ bản về lãi suất (Chương 8,9,10,11)","Bài kiểm tra 04_Các vấn đề cơ bản về lãi suất (Chương 8,9,10,11)",99.15,98.9,179,181,2025-11-26 09:43:44,117,0.0,0,89,72,3452,4002,86.24,42450,80.9,91,90,1,70353,69971,98.9,99.46,72,86.24,80.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
206,416,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,81.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-11-05 15:11:30,138,0.0,0,90,90,4058,4058,100.0,339106,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
207,417,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,82.0,Pass,1.0,100.0,"Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)","Bài kiểm tra 02: Tổng quan về hệ thống tài chính (Chương 3, 4, 5)",99.15,100.0,181,181,2025-11-19 15:49:39,124,0.0,0,90,90,4058,4058,100.0,16784,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
208,418,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,90.0,Pass,1.0,100.0,Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),Bài kiểm tra 05: Các vấn đề cơ bản về tỷ giá (Chương 12),99.15,100.0,181,181,2025-10-27 20:59:03,147,0.0,0,90,90,4058,4058,100.0,0,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
209,419,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,84.0,Pass,1.0,100.0,Tổng kết môn học,Tổng kết môn học,Tổng kết môn học,99.15,100.0,181,181,2025-11-05 16:50:56,138,0.0,0,90,90,4058,4058,100.0,62548,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
210,420,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,91.0,Pass,1.0,100.0,Tổng kết môn học,Tổng kết môn học,Tổng kết môn học,99.15,100.0,181,181,2025-11-01 14:47:15,142,0.0,0,90,90,4058,4058,100.0,25602,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
211,421,course-v1:DHQG-HCM+FM101+2025_S2,audit,1,27.0,87.0,Pass,1.0,100.0,Tổng kết môn học,Tổng kết môn học,Tổng kết môn học,99.15,100.0,181,181,2025-11-21 07:50:50,122,0.0,0,90,90,4058,4058,100.0,823528,100.0,91,91,0,70353,70353,100.0,100.0,90,100.0,100.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,90.0,0,1,0,2026-03-23 10:33:23,,1
